IQ-TREE multicore version 2.0.3 for Linux 64-bit built Dec 20 2020
Developed by Bui Quang Minh, Nguyen Lam Tung, Olga Chernomor,
Heiko Schmidt, Dominik Schrempf, Michael Woodhams.

Host:    fat02 (AVX512, FMA3, 3023 GB RAM)
Command: iqtree -s virus5_rdrp.mafft.trimal.fasta -T auto -m MFP -b 1000 -redo
Seed:    313020 (Using SPRNG - Scalable Parallel Random Number Generator)
Time:    Mon Aug 14 20:27:28 2023
Kernel:  AVX+FMA - auto-detect threads (96 CPU cores detected)

Reading alignment file virus5_rdrp.mafft.trimal.fasta ... Fasta format detected
Alignment most likely contains protein sequences
Alignment has 12 sequences with 715 columns, 607 distinct patterns
421 parsimony-informative, 167 singleton sites, 127 constant sites
WARNING: Some sequence names are changed as follows:
YP_009225665.1[Panax_notoginseng_virus_A] -> YP_009225665.1_Panax_notoginseng_virus_A_
AWX94599.1_[Panax_notoginseng_virus_B] -> AWX94599.1__Panax_notoginseng_virus_B_
QFS21891.1[Taro-associated_totivirus_L] -> QFS21891.1_Taro-associated_totivirus_L_
AOX47549.1[Pterostylis_sanguinea_totivirus_A] -> AOX47549.1_Pterostylis_sanguinea_totivirus_A_
AOX47551.1[Pterostylis_sanguinea_totivirus_A] -> AOX47551.1_Pterostylis_sanguinea_totivirus_A_
UUY86183.1[Loquat_associated_totivirus_1] -> UUY86183.1_Loquat_associated_totivirus_1_
UVG55946.1[Poaceae_Liege_totivirus_14] -> UVG55946.1_Poaceae_Liege_totivirus_14_
WEL36415.1[Bursera_graveolens_associated_totivirus_1] -> WEL36415.1_Bursera_graveolens_associated_totivirus_1_
YP_009507835.1[Xanthophyllomyces_dendrorhous_virus_L1B] -> YP_009507835.1_Xanthophyllomyces_dendrorhous_virus_L1B_
YP_001497151.1[Black_raspberry_virus_F] -> YP_001497151.1_Black_raspberry_virus_F_
NP_620495.1[Saccharomyces_cerevisiae_virus_L-A] -> NP_620495.1_Saccharomyces_cerevisiae_virus_L-A_

                                                         Gap/Ambiguity  Composition  p-value
   1  virus5_rdrp                                               21.96%    passed     91.23%
   2  YP_009225665.1_Panax_notoginseng_virus_A_                  0.00%    passed     99.36%
   3  AWX94599.1__Panax_notoginseng_virus_B_                     0.00%    passed     99.88%
   4  QFS21891.1_Taro-associated_totivirus_L_                    0.00%    passed     97.40%
   5  AOX47549.1_Pterostylis_sanguinea_totivirus_A_              4.34%    passed     99.49%
   6  AOX47551.1_Pterostylis_sanguinea_totivirus_A_              3.08%    passed     97.59%
   7  UUY86183.1_Loquat_associated_totivirus_1_                  0.00%    passed     33.88%
   8  UVG55946.1_Poaceae_Liege_totivirus_14_                     0.28%    passed     99.90%
   9  WEL36415.1_Bursera_graveolens_associated_totivirus_1_      0.00%    passed     82.36%
  10  YP_009507835.1_Xanthophyllomyces_dendrorhous_virus_L1B_    3.92%    passed     72.31%
  11  YP_001497151.1_Black_raspberry_virus_F_                    0.00%    passed     99.59%
  12  NP_620495.1_Saccharomyces_cerevisiae_virus_L-A_            2.94%    passed     56.92%
****  TOTAL                                                      3.04%  0 sequences failed composition chi2 test (p-value<5%; df=19)


Create initial parsimony tree by phylogenetic likelihood library (PLL)... 0.002 seconds
Measuring multi-threading efficiency up to 96 CPU cores
Increase to 10 rounds for branch lengths
758 trees examined
Threads: 1 / Time: 96.071 sec / Speedup: 1.000 / Efficiency: 100% / LogL: -13557
Threads: 2 / Time: 78.559 sec / Speedup: 1.223 / Efficiency: 61% / LogL: -13557
Threads: 3 / Time: 77.542 sec / Speedup: 1.239 / Efficiency: 41% / LogL: -13557
BEST NUMBER OF THREADS: 2

Perform fast likelihood tree search using LG+I+G model...
Estimate model parameters (epsilon = 5.000)
Perform nearest neighbor interchange...
Estimate model parameters (epsilon = 1.000)
1. Initial log-likelihood: -13204.388
Optimal log-likelihood: -13204.283
Proportion of invariable sites: 0.081
Gamma shape alpha: 0.802
Parameters optimization took 1 rounds (0.032 sec)
Time for fast ML tree search: 0.258 seconds

NOTE: ModelFinder requires 11 MB RAM!
ModelFinder will test up to 546 protein models (sample size: 715) ...
 No. Model         -LnL         df  AIC          AICc         BIC
UPDATE BEST LOG-LIKELIHOOD: -13538.608
UPDATE BEST LOG-LIKELIHOOD: -13538.608
Iteration 80 / LogL: -13538.635 / Time: 0h:0m:8s (0h:0m:2s left)
Iteration 90 / LogL: -13539.857 / Time: 0h:0m:9s (0h:0m:1s left)
Iteration 100 / LogL: -13538.667 / Time: 0h:0m:10s (0h:0m:0s left)
TREE SEARCH COMPLETED AFTER 102 ITERATIONS / Time: 0h:0m:11s

--------------------------------------------------------------------
|                    FINALIZING TREE SEARCH                        |
--------------------------------------------------------------------
Performs final model parameters optimization
Estimate model parameters (epsilon = 0.010)
1. Initial log-likelihood: -13538.608
Optimal log-likelihood: -13538.607
Gamma shape alpha: 0.602
Parameters optimization took 1 rounds (0.020 sec)
BEST SCORE FOUND : -13538.607
Total tree length: 9.610

Total number of iterations: 102
CPU time used for tree search: 21.752 sec (0h:0m:21s)
Wall-clock time used for tree search: 11.010 sec (0h:0m:11s)
Total CPU time used: 22.130 sec (0h:0m:22s)
Total wall-clock time used: 11.200 sec (0h:0m:11s)

===> START BOOTSTRAP REPLICATE NUMBER 901

Creating bootstrap alignment (seed: 313920)...

Create initial parsimony tree by phylogenetic likelihood library (PLL)... 0.002 seconds

NOTE: 3 MB RAM (0 GB) is required!
Estimate model parameters (epsilon = 0.100)
1. Initial log-likelihood: -13573.448
2. Current log-likelihood: -13355.062
3. Current log-likelihood: -13349.176
4. Current log-likelihood: -13349.047
Optimal log-likelihood: -13349.038
Gamma shape alpha: 0.623
Parameters optimization took 4 rounds (0.126 sec)
Computing ML distances based on estimated model parameters... 0.013 sec
Computing BIONJ tree...
0.000 seconds
Log-likelihood of BIONJ tree: -13367.953
--------------------------------------------------------------------
|             INITIALIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Generating 98 parsimony trees... 0.140 second
Computing log-likelihood of 95 initial trees ... 0.713 seconds
Current best score: -13349.038

Do NNI search on 20 best initial trees
Estimate model parameters (epsilon = 0.100)
BETTER TREE FOUND at iteration 1: -13331.659
Estimate model parameters (epsilon = 0.100)
BETTER TREE FOUND at iteration 5: -13330.851
Iteration 10 / LogL: -13332.118 / Time: 0h:0m:2s
Iteration 20 / LogL: -13332.173 / Time: 0h:0m:3s
Finish initializing candidate tree set (2)
Current best tree score: -13330.851 / CPU time: 3.455
Number of iterations: 20
--------------------------------------------------------------------
|               OPTIMIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Iteration 30 / LogL: -13331.857 / Time: 0h:0m:4s (0h:0m:12s left)
Iteration 40 / LogL: -13350.359 / Time: 0h:0m:5s (0h:0m:9s left)
Iteration 50 / LogL: -13342.960 / Time: 0h:0m:6s (0h:0m:7s left)
Iteration 60 / LogL: -13343.583 / Time: 0h:0m:7s (0h:0m:5s left)
Iteration 70 / LogL: -13331.057 / Time: 0h:0m:8s (0h:0m:4s left)
Iteration 80 / LogL: -13338.762 / Time: 0h:0m:9s (0h:0m:3s left)
Iteration 90 / LogL: -13331.667 / Time: 0h:0m:10s (0h:0m:1s left)
Iteration 100 / LogL: -13331.001 / Time: 0h:0m:11s (0h:0m:0s left)
TREE SEARCH COMPLETED AFTER 106 ITERATIONS / Time: 0h:0m:12s

--------------------------------------------------------------------
|                    FINALIZING TREE SEARCH                        |
--------------------------------------------------------------------
Performs final model parameters optimization
Estimate model parameters (epsilon = 0.010)
1. Initial log-likelihood: -13330.851
Optimal log-likelihood: -13330.846
Gamma shape alpha: 0.625
Parameters optimization took 1 rounds (0.020 sec)
BEST SCORE FOUND : -13330.846
Total tree length: 9.381

Total number of iterations: 106
CPU time used for tree search: 23.979 sec (0h:0m:23s)
Wall-clock time used for tree search: 12.138 sec (0h:0m:12s)
Total CPU time used: 24.414 sec (0h:0m:24s)
Total wall-clock time used: 12.358 sec (0h:0m:12s)

===> START BOOTSTRAP REPLICATE NUMBER 902

Creating bootstrap alignment (seed: 313921)...

Create initial parsimony tree by phylogenetic likelihood library (PLL)... 0.001 seconds

NOTE: 3 MB RAM (0 GB) is required!
Estimate model parameters (epsilon = 0.100)
1. Initial log-likelihood: -13150.361
2. Current log-likelihood: -12924.922
3. Current log-likelihood: -12913.787
4. Current log-likelihood: -12913.577
Optimal log-likelihood: -12913.570
Gamma shape alpha: 0.558
Parameters optimization took 4 rounds (0.122 sec)
Computing ML distances based on estimated model parameters... 0.013 sec
Computing BIONJ tree...
0.000 seconds
Log-likelihood of BIONJ tree: -12916.318
--------------------------------------------------------------------
|             INITIALIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Generating 98 parsimony trees... 0.131 second
Computing log-likelihood of 97 initial trees ... 0.712 seconds
Current best score: -12913.570

Do NNI search on 20 best initial trees
Estimate model parameters (epsilon = 0.100)
BETTER TREE FOUND at iteration 1: -12891.402
Estimate model parameters (epsilon = 0.100)
UPDATE BEST LOG-LIKELIHOOD: -12890.262
Iteration 10 / LogL: -12890.262 / Time: 0h:0m:2s
Iteration 20 / LogL: -12891.443 / Time: 0h:0m:3s
Finish initializing candidate tree set (3)
Current best tree score: -12890.262 / CPU time: 3.017
Number of iterations: 20
--------------------------------------------------------------------
|               OPTIMIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Iteration 30 / LogL: -12896.684 / Time: 0h:0m:4s (0h:0m:10s left)
Iteration 40 / LogL: -12890.262 / Time: 0h:0m:5s (0h:0m:7s left)
Iteration 50 / LogL: -12893.726 / Time: 0h:0m:6s (0h:0m:6s left)
Iteration 60 / LogL: -12893.751 / Time: 0h:0m:6s (0h:0m:4s left)
Iteration 70 / LogL: -12896.531 / Time: 0h:0m:7s (0h:0m:3s left)
Iteration 80 / LogL: -12891.442 / Time: 0h:0m:8s (0h:0m:2s left)
Iteration 90 / LogL: -12891.497 / Time: 0h:0m:9s (0h:0m:1s left)
Iteration 100 / LogL: -12891.449 / Time: 0h:0m:10s (0h:0m:0s left)
TREE SEARCH COMPLETED AFTER 102 ITERATIONS / Time: 0h:0m:10s

--------------------------------------------------------------------
|                    FINALIZING TREE SEARCH                        |
--------------------------------------------------------------------
Performs final model parameters optimization
Estimate model parameters (epsilon = 0.010)
1. Initial log-likelihood: -12890.262
Optimal log-likelihood: -12890.261
Gamma shape alpha: 0.560
Parameters optimization took 1 rounds (0.019 sec)
BEST SCORE FOUND : -12890.261
Total tree length: 9.628

Total number of iterations: 102
CPU time used for tree search: 20.796 sec (0h:0m:20s)
Wall-clock time used for tree search: 10.530 sec (0h:0m:10s)
Total CPU time used: 21.189 sec (0h:0m:21s)
Total wall-clock time used: 10.727 sec (0h:0m:10s)

===> START BOOTSTRAP REPLICATE NUMBER 903

Creating bootstrap alignment (seed: 313922)...

Create initial parsimony tree by phylogenetic likelihood library (PLL)... 0.001 seconds

NOTE: 3 MB RAM (0 GB) is required!
Estimate model parameters (epsilon = 0.100)
1. Initial log-likelihood: -12836.234
2. Current log-likelihood: -12630.852
3. Current log-likelihood: -12623.653
4. Current log-likelihood: -12623.496
Optimal log-likelihood: -12623.486
Gamma shape alpha: 0.611
Parameters optimization took 4 rounds (0.131 sec)
Computing ML distances based on estimated model parameters... 0.014 sec
Computing BIONJ tree...
0.000 seconds
Log-likelihood of BIONJ tree: -12643.238
--------------------------------------------------------------------
|             INITIALIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Generating 98 parsimony trees... 0.119 second
Computing log-likelihood of 97 initial trees ... 0.726 seconds
Current best score: -12613.484

Do NNI search on 20 best initial trees
Estimate model parameters (epsilon = 0.100)
BETTER TREE FOUND at iteration 1: -12604.619
Iteration 10 / LogL: -12606.546 / Time: 0h:0m:1s
Iteration 20 / LogL: -12606.182 / Time: 0h:0m:2s
Finish initializing candidate tree set (1)
Current best tree score: -12604.619 / CPU time: 2.509
Number of iterations: 20
--------------------------------------------------------------------
|               OPTIMIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Iteration 30 / LogL: -12604.637 / Time: 0h:0m:3s (0h:0m:8s left)
Iteration 40 / LogL: -12604.728 / Time: 0h:0m:4s (0h:0m:7s left)
Iteration 50 / LogL: -12605.148 / Time: 0h:0m:5s (0h:0m:5s left)
UPDATE BEST LOG-LIKELIHOOD: -12604.619
Iteration 60 / LogL: -12604.619 / Time: 0h:0m:6s (0h:0m:4s left)
Iteration 70 / LogL: -12604.770 / Time: 0h:0m:7s (0h:0m:3s left)
Iteration 80 / LogL: -12604.643 / Time: 0h:0m:8s (0h:0m:2s left)
Iteration 90 / LogL: -12604.682 / Time: 0h:0m:9s (0h:0m:1s left)
Iteration 100 / LogL: -12605.154 / Time: 0h:0m:10s (0h:0m:0s left)
TREE SEARCH COMPLETED AFTER 102 ITERATIONS / Time: 0h:0m:11s

--------------------------------------------------------------------
|                    FINALIZING TREE SEARCH                        |
--------------------------------------------------------------------
Performs final model parameters optimization
Estimate model parameters (epsilon = 0.010)
1. Initial log-likelihood: -12604.619
Optimal log-likelihood: -12604.619
Gamma shape alpha: 0.614
Parameters optimization took 1 rounds (0.019 sec)
BEST SCORE FOUND : -12604.619
Total tree length: 8.742

Total number of iterations: 102
CPU time used for tree search: 21.493 sec (0h:0m:21s)
Wall-clock time used for tree search: 10.866 sec (0h:0m:10s)
Total CPU time used: 21.929 sec (0h:0m:21s)
Total wall-clock time used: 11.086 sec (0h:0m:11s)

===> START BOOTSTRAP REPLICATE NUMBER 904

Creating bootstrap alignment (seed: 313923)...

Create initial parsimony tree by phylogenetic likelihood library (PLL)... 0.001 seconds

NOTE: 3 MB RAM (0 GB) is required!
Estimate model parameters (epsilon = 0.100)
1. Initial log-likelihood: -13350.701
2. Current log-likelihood: -13136.952
3. Current log-likelihood: -13129.608
Optimal log-likelihood: -13129.505
Gamma shape alpha: 0.601
Parameters optimization took 3 rounds (0.108 sec)
Computing ML distances based on estimated model parameters... 0.016 sec
Computing BIONJ tree...
0.000 seconds
Log-likelihood of BIONJ tree: -13107.638
--------------------------------------------------------------------
|             INITIALIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Generating 98 parsimony trees... 0.115 second
Computing log-likelihood of 97 initial trees ... 0.724 seconds
Current best score: -13103.439

Do NNI search on 20 best initial trees
Estimate model parameters (epsilon = 0.100)
BETTER TREE FOUND at iteration 1: -13093.243
Iteration 10 / LogL: -13100.111 / Time: 0h:0m:1s
Iteration 20 / LogL: -13093.487 / Time: 0h:0m:2s
Finish initializing candidate tree set (2)
Current best tree score: -13093.243 / CPU time: 2.550
Number of iterations: 20
--------------------------------------------------------------------
|               OPTIMIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Iteration 30 / LogL: -13099.723 / Time: 0h:0m:3s (0h:0m:8s left)
Iteration 40 / LogL: -13093.255 / Time: 0h:0m:4s (0h:0m:7s left)
Iteration 50 / LogL: -13098.754 / Time: 0h:0m:5s (0h:0m:5s left)
UPDATE BEST LOG-LIKELIHOOD: -13093.241
Iteration 60 / LogL: -13098.541 / Time: 0h:0m:6s (0h:0m:4s left)
UPDATE BEST LOG-LIKELIHOOD: -13093.240
Iteration 70 / LogL: -13098.769 / Time: 0h:0m:7s (0h:0m:3s left)
Iteration 80 / LogL: -13093.764 / Time: 0h:0m:8s (0h:0m:2s left)
Iteration 90 / LogL: -13095.468 / Time: 0h:0m:9s (0h:0m:1s left)
Iteration 100 / LogL: -13099.810 / Time: 0h:0m:10s (0h:0m:0s left)
TREE SEARCH COMPLETED AFTER 102 ITERATIONS / Time: 0h:0m:10s

--------------------------------------------------------------------
|                    FINALIZING TREE SEARCH                        |
--------------------------------------------------------------------
Performs final model parameters optimization
Estimate model parameters (epsilon = 0.010)
1. Initial log-likelihood: -13093.240
Optimal log-likelihood: -13093.239
Gamma shape alpha: 0.592
Parameters optimization took 1 rounds (0.020 sec)
BEST SCORE FOUND : -13093.239
Total tree length: 9.326

Total number of iterations: 102
CPU time used for tree search: 20.242 sec (0h:0m:20s)
Wall-clock time used for tree search: 10.243 sec (0h:0m:10s)
Total CPU time used: 20.614 sec (0h:0m:20s)
Total wall-clock time used: 10.430 sec (0h:0m:10s)

===> START BOOTSTRAP REPLICATE NUMBER 905

Creating bootstrap alignment (seed: 313924)...

Create initial parsimony tree by phylogenetic likelihood library (PLL)... 0.001 seconds

NOTE: 3 MB RAM (0 GB) is required!
Estimate model parameters (epsilon = 0.100)
1. Initial log-likelihood: -13166.239
2. Current log-likelihood: -12942.227
3. Current log-likelihood: -12930.002
4. Current log-likelihood: -12929.706
Optimal log-likelihood: -12929.690
Gamma shape alpha: 0.557
Parameters optimization took 4 rounds (0.124 sec)
Computing ML distances based on estimated model parameters... 0.018 sec
Computing BIONJ tree...
0.000 seconds
Log-likelihood of BIONJ tree: -12961.642
--------------------------------------------------------------------
|             INITIALIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Generating 98 parsimony trees... 0.121 second
Computing log-likelihood of 95 initial trees ... 0.697 seconds
Current best score: -12929.690

Do NNI search on 20 best initial trees
Estimate model parameters (epsilon = 0.100)
BETTER TREE FOUND at iteration 1: -12929.690
Iteration 10 / LogL: -12930.024 / Time: 0h:0m:1s
Iteration 20 / LogL: -12931.427 / Time: 0h:0m:2s
Finish initializing candidate tree set (2)
Current best tree score: -12929.690 / CPU time: 2.277
Number of iterations: 20
--------------------------------------------------------------------
|               OPTIMIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Iteration 30 / LogL: -12964.068 / Time: 0h:0m:3s (0h:0m:8s left)
Iteration 40 / LogL: -12930.327 / Time: 0h:0m:4s (0h:0m:7s left)
Iteration 50 / LogL: -12929.925 / Time: 0h:0m:5s (0h:0m:5s left)
Iteration 60 / LogL: -12929.799 / Time: 0h:0m:6s (0h:0m:4s left)
Iteration 70 / LogL: -12929.869 / Time: 0h:0m:7s (0h:0m:3s left)
Iteration 80 / LogL: -12929.801 / Time: 0h:0m:8s (0h:0m:2s left)
Iteration 90 / LogL: -12931.233 / Time: 0h:0m:9s (0h:0m:1s left)
Iteration 100 / LogL: -12929.717 / Time: 0h:0m:10s (0h:0m:0s left)
TREE SEARCH COMPLETED AFTER 102 ITERATIONS / Time: 0h:0m:10s

--------------------------------------------------------------------
|                    FINALIZING TREE SEARCH                        |
--------------------------------------------------------------------
Performs final model parameters optimization
Estimate model parameters (epsilon = 0.010)
1. Initial log-likelihood: -12929.690
Optimal log-likelihood: -12929.690
Gamma shape alpha: 0.557
Parameters optimization took 1 rounds (0.019 sec)
BEST SCORE FOUND : -12929.690
Total tree length: 10.588

Total number of iterations: 102
CPU time used for tree search: 20.923 sec (0h:0m:20s)
Wall-clock time used for tree search: 10.590 sec (0h:0m:10s)
Total CPU time used: 21.326 sec (0h:0m:21s)
Total wall-clock time used: 10.793 sec (0h:0m:10s)

===> START BOOTSTRAP REPLICATE NUMBER 906

Creating bootstrap alignment (seed: 313925)...

Create initial parsimony tree by phylogenetic likelihood library (PLL)... 0.001 seconds

NOTE: 3 MB RAM (0 GB) is required!
Estimate model parameters (epsilon = 0.100)
1. Initial log-likelihood: -13742.275
2. Current log-likelihood: -13504.293
3. Current log-likelihood: -13491.734
4. Current log-likelihood: -13491.239
Optimal log-likelihood: -13491.197
Gamma shape alpha: 0.584
Parameters optimization took 4 rounds (0.126 sec)
Computing ML distances based on estimated model parameters... 0.014 sec
Computing BIONJ tree...
0.000 seconds
Log-likelihood of BIONJ tree: -13453.786
--------------------------------------------------------------------
|             INITIALIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Generating 98 parsimony trees... 0.123 second
Computing log-likelihood of 98 initial trees ... 0.728 seconds
Current best score: -13453.786

Do NNI search on 20 best initial trees
Estimate model parameters (epsilon = 0.100)
BETTER TREE FOUND at iteration 1: -13445.056
Iteration 10 / LogL: -13445.174 / Time: 0h:0m:1s
Iteration 20 / LogL: -13445.650 / Time: 0h:0m:2s
Finish initializing candidate tree set (4)
Current best tree score: -13445.056 / CPU time: 2.740
Number of iterations: 20
--------------------------------------------------------------------
|               OPTIMIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Iteration 30 / LogL: -13446.565 / Time: 0h:0m:3s (0h:0m:9s left)
Iteration 40 / LogL: -13445.078 / Time: 0h:0m:5s (0h:0m:7s left)
Iteration 50 / LogL: -13445.108 / Time: 0h:0m:6s (0h:0m:6s left)
Iteration 60 / LogL: -13445.067 / Time: 0h:0m:6s (0h:0m:4s left)
Iteration 70 / LogL: -13453.204 / Time: 0h:0m:8s (0h:0m:3s left)
Iteration 80 / LogL: -13445.497 / Time: 0h:0m:9s (0h:0m:2s left)
Iteration 90 / LogL: -13453.223 / Time: 0h:0m:10s (0h:0m:1s left)
Iteration 100 / LogL: -13465.161 / Time: 0h:0m:11s (0h:0m:0s left)
TREE SEARCH COMPLETED AFTER 102 ITERATIONS / Time: 0h:0m:11s

--------------------------------------------------------------------
|                    FINALIZING TREE SEARCH                        |
--------------------------------------------------------------------
Performs final model parameters optimization
Estimate model parameters (epsilon = 0.010)
1. Initial log-likelihood: -13445.056
Optimal log-likelihood: -13445.056
Gamma shape alpha: 0.584
Parameters optimization took 1 rounds (0.019 sec)
BEST SCORE FOUND : -13445.056
Total tree length: 11.107

Total number of iterations: 102
CPU time used for tree search: 22.379 sec (0h:0m:22s)
Wall-clock time used for tree search: 11.310 sec (0h:0m:11s)
Total CPU time used: 22.781 sec (0h:0m:22s)
Total wall-clock time used: 11.513 sec (0h:0m:11s)

===> START BOOTSTRAP REPLICATE NUMBER 907

Creating bootstrap alignment (seed: 313926)...

Create initial parsimony tree by phylogenetic likelihood library (PLL)... 0.001 seconds

NOTE: 3 MB RAM (0 GB) is required!
Estimate model parameters (epsilon = 0.100)
1. Initial log-likelihood: -13578.832
2. Current log-likelihood: -13399.878
3. Current log-likelihood: -13394.172
Optimal log-likelihood: -13394.064
Gamma shape alpha: 0.631
Parameters optimization took 3 rounds (0.107 sec)
Computing ML distances based on estimated model parameters... 0.016 sec
Computing BIONJ tree...
0.000 seconds
Log-likelihood of BIONJ tree: -13417.069
--------------------------------------------------------------------
|             INITIALIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Generating 98 parsimony trees... 0.124 second
Computing log-likelihood of 95 initial trees ... 0.713 seconds
Current best score: -13394.064

Do NNI search on 20 best initial trees
Estimate model parameters (epsilon = 0.100)
BETTER TREE FOUND at iteration 1: -13394.062
Estimate model parameters (epsilon = 0.100)
BETTER TREE FOUND at iteration 2: -13382.054
Iteration 10 / LogL: -13383.007 / Time: 0h:0m:1s
Iteration 20 / LogL: -13382.485 / Time: 0h:0m:2s
Finish initializing candidate tree set (2)
Current best tree score: -13382.054 / CPU time: 2.658
Number of iterations: 20
--------------------------------------------------------------------
|               OPTIMIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Iteration 30 / LogL: -13383.298 / Time: 0h:0m:3s (0h:0m:9s left)
Iteration 40 / LogL: -13382.074 / Time: 0h:0m:4s (0h:0m:7s left)
Iteration 50 / LogL: -13385.443 / Time: 0h:0m:5s (0h:0m:5s left)
Iteration 60 / LogL: -13385.431 / Time: 0h:0m:6s (0h:0m:4s left)
Iteration 70 / LogL: -13394.196 / Time: 0h:0m:7s (0h:0m:3s left)
Iteration 80 / LogL: -13386.021 / Time: 0h:0m:8s (0h:0m:2s left)
Iteration 90 / LogL: -13415.238 / Time: 0h:0m:9s (0h:0m:1s left)
Iteration 100 / LogL: -13415.052 / Time: 0h:0m:10s (0h:0m:0s left)
TREE SEARCH COMPLETED AFTER 103 ITERATIONS / Time: 0h:0m:11s

--------------------------------------------------------------------
|                    FINALIZING TREE SEARCH                        |
--------------------------------------------------------------------
Performs final model parameters optimization
Estimate model parameters (epsilon = 0.010)
1. Initial log-likelihood: -13382.054
Optimal log-likelihood: -13382.052
Gamma shape alpha: 0.645
Parameters optimization took 1 rounds (0.020 sec)
BEST SCORE FOUND : -13382.052
Total tree length: 9.028

Total number of iterations: 103
CPU time used for tree search: 21.832 sec (0h:0m:21s)
Wall-clock time used for tree search: 11.038 sec (0h:0m:11s)
Total CPU time used: 22.200 sec (0h:0m:22s)
Total wall-clock time used: 11.224 sec (0h:0m:11s)

===> START BOOTSTRAP REPLICATE NUMBER 908

Creating bootstrap alignment (seed: 313927)...

Create initial parsimony tree by phylogenetic likelihood library (PLL)... 0.002 seconds

NOTE: 3 MB RAM (0 GB) is required!
Estimate model parameters (epsilon = 0.100)
1. Initial log-likelihood: -13367.397
2. Current log-likelihood: -13189.717
3. Current log-likelihood: -13185.036
Optimal log-likelihood: -13184.965
Gamma shape alpha: 0.665
Parameters optimization took 3 rounds (0.112 sec)
Computing ML distances based on estimated model parameters... 0.018 sec
Computing BIONJ tree...
0.000 seconds
Log-likelihood of BIONJ tree: -13184.961
--------------------------------------------------------------------
|             INITIALIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Generating 99 parsimony trees... 0.129 second
Computing log-likelihood of 99 initial trees ... 0.750 seconds
Current best score: -13184.961

Do NNI search on 20 best initial trees
Estimate model parameters (epsilon = 0.100)
BETTER TREE FOUND at iteration 1: -13172.046
Iteration 10 / LogL: -13172.216 / Time: 0h:0m:2s
Iteration 20 / LogL: -13172.180 / Time: 0h:0m:3s
Finish initializing candidate tree set (2)
Current best tree score: -13172.046 / CPU time: 3.112
Number of iterations: 20
--------------------------------------------------------------------
|               OPTIMIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Iteration 30 / LogL: -13172.166 / Time: 0h:0m:4s (0h:0m:10s left)
Iteration 40 / LogL: -13195.299 / Time: 0h:0m:5s (0h:0m:8s left)
Iteration 50 / LogL: -13172.196 / Time: 0h:0m:6s (0h:0m:6s left)
Iteration 60 / LogL: -13194.331 / Time: 0h:0m:7s (0h:0m:5s left)
Iteration 70 / LogL: -13194.210 / Time: 0h:0m:8s (0h:0m:3s left)
Iteration 80 / LogL: -13187.400 / Time: 0h:0m:9s (0h:0m:2s left)
Iteration 90 / LogL: -13191.252 / Time: 0h:0m:11s (0h:0m:1s left)
Iteration 100 / LogL: -13194.816 / Time: 0h:0m:12s (0h:0m:0s left)
TREE SEARCH COMPLETED AFTER 102 ITERATIONS / Time: 0h:0m:12s

--------------------------------------------------------------------
|                    FINALIZING TREE SEARCH                        |
--------------------------------------------------------------------
Performs final model parameters optimization
Estimate model parameters (epsilon = 0.010)
1. Initial log-likelihood: -13172.046
Optimal log-likelihood: -13172.042
Gamma shape alpha: 0.652
Parameters optimization took 1 rounds (0.021 sec)
BEST SCORE FOUND : -13172.042
Total tree length: 9.156

Total number of iterations: 102
CPU time used for tree search: 24.230 sec (0h:0m:24s)
Wall-clock time used for tree search: 12.247 sec (0h:0m:12s)
Total CPU time used: 24.619 sec (0h:0m:24s)
Total wall-clock time used: 12.443 sec (0h:0m:12s)

===> START BOOTSTRAP REPLICATE NUMBER 909

Creating bootstrap alignment (seed: 313928)...

Create initial parsimony tree by phylogenetic likelihood library (PLL)... 0.001 seconds

NOTE: 3 MB RAM (0 GB) is required!
Estimate model parameters (epsilon = 0.100)
1. Initial log-likelihood: -13428.548
2. Current log-likelihood: -13188.102
3. Current log-likelihood: -13175.413
4. Current log-likelihood: -13175.052
Optimal log-likelihood: -13175.008
Gamma shape alpha: 0.537
Parameters optimization took 4 rounds (0.127 sec)
Computing ML distances based on estimated model parameters... 0.014 sec
Computing BIONJ tree...
0.000 seconds
Log-likelihood of BIONJ tree: -13137.922
--------------------------------------------------------------------
|             INITIALIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Generating 98 parsimony trees... 0.120 second
